acctype__cat,light__cat,numvehs__int,pop_group__cat,road_def1__cat,rdsurf__cat,rodwycls__cat,weather1__cat,contrib1__cat,drv_age__int,drv_inj__cat,drv_sex__cat,object1__cat,sobriety__cat,vehtype__cat,vehyr__int,severity__cat
E,C,1,7,H,A,1,A,N,36,0,M,42,A,D,2001,0
E,D,2,9,H,B,1,B,N,45,0,M,42,A,D,2001,4
E,A,1,6,H,A,1,B,L,56,0,M,42,A,D,1995,0
E,D,1,9,C,B,8,C,N,67,0,M,42,A,D,2006,0
E,B,1,5,H,A,1,B,N,44,4,M,42,A,D,2007,4
E,D,1,9,H,A,8,C,N,56,4,M,42,A,D,1991,4
F,A,1,9,H,C,10,B,N,60,4,F,43,A,D,2002,4
F,D,1,9,H,B,8,B,N,39,3,M,43,A,D,2002,3
E,D,1,9,H,A,8,B,N,31,4,M,43,A,D,2008,4
F,A,1,4,H,B,1,C,N,21,0,F,44,A,D,2005,0
F,D,1,9,H,B,8,B,A,22,0,F,44,A,D,2004,0
F,A,1,9,H,A,8,B,N,61,0,F,44,A,D,2005,0
F,D,1,9,H,A,6,A,N,38,3,F,44,A,D,2007,3
F,B,1,9,H,A,8,A,N,21,0,M,44,A,D,2005,0
F,A,1,9,H,A,8,A,N,23,0,M,44,A,D,1998,0
F,D,1,9,H,C,8,D,N,38,0,M,44,A,D,2003,0
F,A,1,4,H,B,1,B,N,47,0,M,44,A,D,2006,0
E,C,1,7,H,B,4,C,N,24,0,M,45,A,D,2001,0
D,A,2,9,H,A,1,A,A,34,0,M,99,A,D,1997,0
C,A,3,9,H,B,8,B,N,21,0,F,---,A,D,2002,0
C,A,3,6,H,A,1,A,N,26,0,F,---,A,D,2002,0
E,D,2,6,H,A,1,A,N,39,0,F,---,A,D,2006,0
B,A,3,5,H,A,1,A,K,41,0,F,---,A,D,1998,0
E,A,3,6,H,B,1,C,N,54,0,F,---,A,D,2001,4
C,A,3,9,H,B,10,B,N,24,2,F,---,A,D,1995,2
E,C,2,7,H,B,1,B,N,48,3,F,---,A,D,1999,3
C,D,4,5,H,A,1,B,G,41,4,F,---,A,D,1995,4
E,A,2,7,H,B,1,C,N,44,4,F,---,A,D,2008,3
C,A,5,5,H,A,1,A,N,44,4,F,---,A,D,1994,4
C,A,6,6,D,A,1,B,G,18,0,M,---,A,D,1994,0
C,A,3,7,H,B,1,C,N,18,0,M,---,A,D,1997,4
E,C,2,6,H,B,1,B,N,19,0,M,---,A,D,1998,0
C,A,4,5,H,A,1,B,N,19,0,M,---,A,D,1997,4
C,A,3,6,H,B,1,B,N,20,0,M,---,A,D,1999,0
C,A,3,6,H,B,1,B,N,21,0,M,---,A,D,2001,0
E,D,3,4,F,B,1,B,A,22,0,M,---,A,D,1994,2
E,D,3,7,H,B,1,C,N,23,0,M,---,A,D,1996,4
E,A,2,4,H,A,1,A,N,24,0,M,---,A,D,2006,0
B,A,4,4,H,B,1,B,N,24,0,M,---,A,D,1991,4
B,C,3,6,H,B,1,C,N,24,0,M,---,A,D,2008,4
E,B,2,4,H,B,1,A,N,27,0,M,---,A,D,2001,0
C,A,3,7,H,A,1,B,N,27,0,M,---,A,D,2008,0
C,C,3,6,H,A,1,A,N,28,0,M,---,A,D,1999,0
B,A,2,7,F,B,1,C,N,29,0,M,---,A,D,2007,0
E,A,2,4,H,A,1,A,N,30,0,M,---,A,D,2001,0
C,D,3,6,H,B,1,B,N,32,0,M,---,A,D,2003,4
C,D,3,6,H,A,1,A,G,33,0,M,---,A,D,2001,0
C,C,3,6,H,A,1,A,H,33,0,M,---,A,D,2006,4
B,C,3,7,H,B,1,C,N,33,0,M,---,A,D,2001,4
E,A,2,9,H,A,1,B,N,34,0,M,---,A,D,2004,0
C,B,3,5,H,A,1,A,N,35,0,M,---,A,D,2004,0
C,A,5,7,H,B,1,B,N,35,0,M,---,A,D,1991,4
D,A,4,6,H,A,4,A,A,36,0,M,---,A,D,1987,4
E,A,3,9,H,A,1,B,N,36,0,M,---,A,D,2003,0
E,D,2,9,H,B,1,B,N,36,0,M,---,A,D,2003,0
E,A,2,9,H,B,4,C,N,36,0,M,---,A,D,1985,4
C,A,3,6,H,A,1,A,N,38,0,M,---,A,D,2001,0
B,D,3,6,H,A,1,A,N,39,0,M,---,A,D,2002,0
C,A,3,7,H,A,1,A,N,39,0,M,---,A,D,1989,0
C,A,5,7,H,B,1,B,N,39,0,M,---,A,D,2003,4
B,A,4,6,H,A,1,B,N,41,0,M,---,A,D,2003,0
E,D,3,9,H,A,6,A,K,42,0,M,---,A,D,2004,0
C,D,4,9,H,A,1,A,N,42,0,M,---,A,D,2002,0
C,C,3,7,H,B,1,B,N,42,0,M,---,A,D,1995,0
B,D,3,7,H,A,1,A,N,43,0,M,---,A,D,2004,0
C,A,3,9,H,C,6,D,N,43,0,M,---,A,D,2007,3
E,A,3,5,H,A,1,A,N,43,0,M,---,A,D,2006,4
C,B,3,6,G,B,1,B,N,44,0,M,---,A,D,1997,3
E,A,2,7,H,A,1,A,N,45,0,M,---,A,D,2006,4
E,A,3,7,H,A,1,B,N,46,0,M,---,A,D,2002,0
C,A,3,4,H,A,4,A,N,46,0,M,---,A,D,2002,4
D,B,3,9,H,A,9,A,N,47,0,M,---,A,D,2004,4
D,C,3,4,H,B,1,C,N,48,0,M,---,A,D,2004,0
C,A,3,9,H,A,8,B,A,49,0,M,---,A,D,1999,0
B,A,3,3,H,A,1,B,G,49,0,M,---,A,D,1994,0
E,A,3,5,H,A,1,A,N,49,0,M,---,A,D,1988,0
E,A,2,9,H,A,8,A,N,50,0,M,---,A,D,1999,0
E,A,3,5,H,B,1,B,N,50,0,M,---,A,D,2007,4
E,A,2,3,H,A,6,B,N,51,0,M,---,A,D,2001,0
C,A,3,7,H,B,1,C,N,51,0,M,---,A,D,1998,0
C,A,3,9,H,A,6,B,A,53,0,M,---,A,D,2005,0
D,A,2,9,H,A,1,A,N,53,0,M,---,A,D,1993,0
C,A,3,7,H,A,1,B,N,53,0,M,---,A,D,2008,0
C,D,3,6,H,A,1,A,N,53,0,M,---,A,D,2003,4
C,D,5,7,H,A,1,B,N,54,0,M,---,A,D,2003,4
E,A,3,7,H,B,1,C,N,55,0,M,---,A,D,2005,0
C,A,5,5,H,A,1,A,N,58,0,M,---,A,D,2001,4
B,A,6,6,H,A,1,B,N,58,0,M,---,A,D,2006,4
C,D,4,9,H,A,3,B,N,58,0,M,---,A,D,2001,4
E,A,3,9,H,A,1,B,A,59,0,M,---,A,D,1999,0
C,A,6,6,D,A,1,B,G,59,0,M,---,A,D,2004,0
E,A,2,5,D,A,1,A,N,61,0,M,---,A,D,2007,0
E,A,2,5,H,B,1,B,N,62,0,M,---,A,D,1994,0
E,A,3,4,H,A,1,A,N,62,0,M,---,A,D,1999,3
E,A,2,9,H,A,6,B,N,998,0,M,---,A,D,2005,0
C,A,3,7,H,A,1,B,N,35,4,M,---,A,D,2000,3
E,A,2,6,H,A,1,A,A,40,4,M,---,A,D,2001,4
C,B,3,6,H,A,1,A,N,44,4,M,---,A,D,2001,4
C,D,3,6,H,A,1,A,N,51,4,M,---,A,D,1993,4
C,A,2,4,H,A,1,B,N,19,0,F,V1,A,D,2001,0
B,C,2,7,H,A,1,A,N,20,0,F,V1,A,D,1997,0
C,A,2,7,H,A,1,A,N,22,0,F,V1,A,D,2006,0
C,C,2,4,H,A,4,A,N,24,0,F,V1,A,D,2005,0
B,A,2,7,D,A,4,B,G,27,0,F,V1,A,D,2001,0
C,C,2,5,H,A,1,B,G,27,0,F,V1,A,D,1999,3
B,A,2,7,H,B,1,B,N,27,0,F,V1,A,D,2000,0
C,C,3,7,H,A,1,A,N,29,0,F,V1,A,D,2001,0
C,A,2,4,H,A,4,A,N,29,0,F,V1,A,D,2008,0
C,A,3,9,H,A,6,B,N,31,0,F,V1,A,D,2004,0
A,D,2,9,H,C,10,B,N,31,0,F,V1,A,D,2003,0
C,D,2,7,H,A,1,B,N,33,0,F,V1,A,D,2004,0
C,A,2,7,H,B,1,C,N,37,0,F,V1,A,D,2005,0
C,D,2,5,H,A,1,B,N,38,0,F,V1,A,D,1998,0
B,D,2,9,H,C,6,D,N,40,0,F,V1,A,D,2006,0
D,A,2,9,H,A,8,A,N,45,0,F,V1,A,D,2004,0
D,D,2,9,H,A,1,A,N,46,0,F,V1,A,D,2006,0
D,C,2,5,H,A,99,B,N,46,0,F,V1,A,D,2003,0
C,C,2,4,H,A,1,A,G,49,0,F,V1,A,D,2007,0
D,A,2,6,H,A,4,B,N,49,0,F,V1,A,D,2000,0
C,C,2,6,H,B,1,B,N,49,0,F,V1,A,D,1997,3
C,A,2,4,H,A,1,B,H,50,0,F,V1,A,D,2005,0
C,A,2,9,F,B,8,B,N,52,0,F,V1,A,D,2005,0
D,A,2,9,G,C,8,D,N,53,0,F,V1,A,D,2003,0
B,C,3,4,H,B,1,C,N,58,0,F,V1,A,D,2005,4
C,A,2,9,H,A,8,B,N,60,0,F,V1,A,D,2002,0
B,C,2,6,H,B,1,C,N,72,0,F,V1,A,D,2004,0
B,C,2,6,H,B,1,C,N,18,3,F,V1,A,D,2002,3
C,A,2,7,H,A,1,A,N,18,4,F,V1,A,D,2006,4
A,D,2,9,H,B,8,B,N,25,4,F,V1,A,D,2003,4
C,A,2,9,H,B,6,A,N,26,4,F,V1,A,D,2004,4
D,C,2,6,H,B,4,B,N,28,4,F,V1,A,D,2002,4
C,A,3,7,H,B,1,B,N,45,4,F,V1,A,D,2003,4
C,A,2,9,H,B,3,B,N,51,4,F,V1,A,D,2006,4
C,A,3,9,H,A,1,A,N,53,4,F,V1,A,D,1990,4
C,D,2,3,H,B,3,C,N,53,4,F,V1,A,D,2003,4
C,D,3,1,H,A,1,A,N,17,0,M,V1,A,D,2004,0
C,A,2,5,H,A,5,A,N,17,0,M,V1,A,D,2001,0
C,A,3,7,H,A,1,B,N,17,0,M,V1,A,D,2004,0
C,C,2,4,H,A,1,A,N,18,0,M,V1,A,D,2002,0
C,C,2,7,H,A,1,A,N,20,0,M,V1,A,D,2000,0
C,D,2,9,H,A,1,A,N,20,0,M,V1,A,D,2001,4
B,A,2,5,H,A,3,B,N,21,0,M,V1,A,D,2004,0
B,B,2,5,H,A,1,A,N,22,0,M,V1,A,D,2007,0
C,A,2,4,H,A,4,A,N,22,0,M,V1,A,D,2006,0
C,D,2,9,H,A,6,A,N,22,0,M,V1,A,D,2006,0
C,A,2,9,H,B,8,B,N,22,0,M,V1,A,D,2004,0
C,B,2,6,F,B,1,C,N,22,0,M,V1,A,D,2005,0
D,E,2,4,D,B,4,B,N,22,0,M,V1,A,D,1996,4
D,A,2,9,H,A,8,B,N,23,0,M,V1,A,D,1990,0
A,C,2,9,H,B,1,C,N,23,0,M,V1,A,D,2003,0
C,A,2,7,H,A,1,B,F,25,0,M,V1,A,D,1999,4
C,B,2,9,H,A,8,A,G,25,0,M,V1,A,D,2005,0
C,D,2,7,H,A,1,A,H,25,0,M,V1,A,D,2004,0
C,C,2,7,H,A,1,A,N,25,0,M,V1,A,D,2002,0
C,A,3,7,H,A,1,A,N,25,0,M,V1,A,D,2005,0
B,A,2,9,H,A,1,B,N,25,0,M,V1,A,D,2007,0
C,A,2,5,H,A,1,A,N,26,0,M,V1,A,D,2007,0
B,D,2,9,H,A,1,A,N,26,0,M,V1,A,D,2002,0
B,A,2,9,H,C,8,A,N,26,0,M,V1,A,D,1996,0
C,C,2,9,H,B,8,B,N,26,0,M,V1,A,D,1997,0
C,D,2,7,C,B,1,B,N,26,0,M,V1,A,D,1995,2
C,C,2,5,H,B,4,C,N,29,0,M,V1,A,D,2006,0
B,A,3,3,H,A,1,B,G,30,0,M,V1,A,D,2005,0
C,A,2,6,H,A,1,A,N,30,0,M,V1,A,D,2001,0
C,C,2,9,H,A,3,A,N,30,0,M,V1,A,D,2006,0
C,B,2,3,H,B,1,B,N,30,0,M,V1,A,D,2004,0
C,A,2,7,H,B,1,B,N,30,0,M,V1,A,D,2005,0
B,A,2,7,H,B,4,C,N,30,0,M,V1,A,D,2008,0
C,D,2,5,H,A,1,A,G,31,0,M,V1,A,D,2003,0
B,A,3,4,H,A,4,B,N,31,0,M,V1,A,D,1997,0
C,A,2,9,H,A,1,A,N,32,0,M,V1,A,D,2005,0
C,C,2,5,H,B,1,B,N,32,0,M,V1,A,D,1990,3
B,B,2,5,H,B,1,C,A,33,0,M,V1,A,D,2007,0
C,A,2,5,H,A,1,B,N,33,0,M,V1,A,D,2003,0
B,A,2,3,H,A,4,B,N,33,0,M,V1,A,D,2000,0
B,D,2,7,H,B,1,C,N,33,0,M,V1,A,D,1991,0
C,A,7,9,H,C,7,D,N,33,0,M,V1,A,D,2005,2
C,A,2,9,H,B,8,B,N,33,0,M,V1,A,D,2005,3
C,C,2,7,H,A,1,A,N,33,0,M,V1,A,D,2001,4
C,C,2,6,H,A,4,A,N,33,0,M,V1,A,D,2002,4
C,A,2,9,H,A,4,A,N,34,0,M,V1,A,D,2002,0
C,A,2,6,H,A,1,B,N,34,0,M,V1,A,D,2002,0
B,D,2,6,H,B,1,B,N,34,0,M,V1,A,D,1999,0
D,A,2,3,H,A,4,A,N,34,0,M,V1,A,D,2002,3
C,A,2,9,H,A,8,A,L,35,0,M,V1,A,D,2005,4
C,C,2,9,H,A,1,A,N,36,0,M,V1,A,D,2001,0
C,C,2,4,H,B,4,B,N,36,0,M,V1,A,D,1999,0
C,A,2,4,H,B,1,C,N,36,0,M,V1,A,D,1998,0
C,C,2,7,H,B,1,C,N,36,0,M,V1,A,D,2005,0
D,A,2,9,H,B,1,C,N,36,0,M,V1,A,D,1993,4
C,A,3,6,H,A,1,A,N,37,0,M,V1,A,D,1996,0
D,A,2,9,H,A,8,A,N,37,0,M,V1,A,D,1998,3
A,C,2,5,H,A,5,A,N,38,0,M,V1,A,D,2000,0
C,A,2,9,H,A,6,A,N,38,0,M,V1,A,D,2004,0
C,C,2,7,H,A,1,B,N,38,0,M,V1,A,D,1998,0
C,C,2,9,H,A,1,B,N,38,0,M,V1,A,D,2004,0
B,A,2,3,H,B,5,B,N,38,0,M,V1,A,D,2006,0
B,C,3,6,H,B,1,C,N,38,0,M,V1,A,D,2003,3
D,A,2,7,H,A,1,A,N,38,0,M,V1,A,D,2006,4
C,A,2,5,H,B,1,B,N,38,0,M,V1,A,D,2006,4
B,A,2,7,H,B,1,C,N,39,0,M,V1,A,D,1999,0
C,A,2,9,H,A,6,A,G,40,0,M,V1,A,D,1995,0
C,A,2,5,H,B,1,B,H,40,0,M,V1,A,D,2001,0
C,C,2,5,H,A,1,A,N,40,0,M,V1,A,D,2003,0
D,A,2,7,H,A,1,A,N,40,0,M,V1,A,D,2006,0
B,C,2,9,H,A,9,A,N,40,0,M,V1,A,D,2002,0
D,A,2,9,H,A,8,B,N,40,0,M,V1,A,D,1997,0
C,A,2,9,D,A,6,A,F,41,0,M,V1,A,D,2002,0
C,A,2,7,H,A,1,A,N,41,0,M,V1,A,D,2004,3
B,A,2,9,H,A,6,B,N,41,0,M,V1,A,D,2006,3
C,A,5,7,H,A,1,B,N,41,0,M,V1,A,D,1987,4
C,D,3,6,H,A,1,A,G,42,0,M,V1,A,D,2002,0
C,A,2,3,H,A,1,A,I,42,0,M,V1,A,D,1998,0
C,D,2,6,H,A,1,A,N,42,0,M,V1,A,D,2001,0
D,A,2,9,H,B,6,B,N,42,0,M,V1,A,D,2001,0
C,D,2,9,H,B,8,B,N,42,0,M,V1,A,D,2007,0
C,A,3,9,H,B,8,B,N,42,0,M,V1,A,D,2007,0
B,A,3,5,H,B,4,C,N,42,0,M,V1,A,D,1990,0
B,A,2,9,H,A,6,A,N,42,0,M,V1,A,D,1997,4
C,A,2,7,H,A,1,A,N,43,0,M,V1,A,D,1995,0
C,C,2,9,H,B,9,C,N,43,0,M,V1,A,D,1995,0
B,A,2,9,H,B,9,C,N,43,0,M,V1,A,D,2000,3
H,A,2,7,H,A,1,B,N,43,0,M,V1,A,D,2008,4
B,D,3,3,H,B,1,B,N,43,0,M,V1,A,D,2000,4
C,D,2,7,H,A,1,A,N,44,0,M,V1,A,D,2004,0
C,D,2,5,H,A,6,A,N,44,0,M,V1,A,D,2002,0
C,A,2,5,H,B,1,B,N,44,0,M,V1,A,D,2002,0
D,A,2,6,H,B,4,B,N,44,0,M,V1,A,D,1991,0
D,C,2,3,D,B,4,C,N,44,0,M,V1,A,D,2002,0
B,D,2,9,H,A,1,A,N,45,0,M,V1,A,D,1998,0
C,A,3,7,H,A,1,A,N,45,0,M,V1,A,D,2002,0
C,A,2,5,H,B,1,C,N,45,0,M,V1,A,D,2008,0
B,A,2,5,B,A,1,A,N,46,0,M,V1,A,D,2006,0
B,C,2,6,H,A,1,A,N,46,0,M,V1,A,D,1997,0
C,C,3,9,D,B,6,B,G,47,0,M,V1,A,D,2003,0
C,A,2,5,H,A,1,A,H,47,0,M,V1,A,D,2005,0
B,C,2,3,H,A,1,B,N,47,0,M,V1,A,D,2004,0
C,A,2,6,H,A,1,B,N,47,0,M,V1,A,D,2005,0
D,A,2,4,H,A,4,B,N,47,0,M,V1,A,D,2002,0
D,C,2,1,F,B,1,C,N,47,0,M,V1,A,D,2003,2
D,A,2,4,H,B,99,B,N,47,0,M,V1,A,D,2001,4
B,A,2,6,H,A,1,A,H,48,0,M,V1,A,D,1991,4
C,A,2,5,H,B,1,B,N,48,0,M,V1,A,D,2000,0
D,C,2,4,H,B,1,C,N,48,0,M,V1,A,D,2001,0
C,B,2,7,H,B,1,C,H,49,0,M,V1,A,D,1989,0
B,A,2,7,D,A,1,A,N,49,0,M,V1,A,D,2006,0
C,D,2,7,H,A,1,A,N,49,0,M,V1,A,D,2004,0
C,A,2,9,H,A,8,A,N,49,0,M,V1,A,D,1998,0
D,A,2,9,H,B,8,B,N,49,0,M,V1,A,D,2006,0
B,A,2,2,H,B,4,C,N,49,0,M,V1,A,D,1986,0
C,A,3,6,H,A,1,A,N,50,0,M,V1,A,D,2000,0
B,B,2,5,H,A,1,B,N,50,0,M,V1,A,D,2000,0
B,A,2,9,H,B,6,B,N,50,0,M,V1,A,D,1998,4
D,C,2,6,H,B,4,C,N,50,0,M,V1,A,D,1995,4
B,B,2,6,H,A,1,B,N,52,0,M,V1,A,D,2001,0
D,D,2,6,H,A,1,A,N,52,0,M,V1,A,D,1978,3
C,A,2,6,H,A,1,B,N,52,0,M,V1,A,D,2006,4
C,B,4,9,D,A,1,B,N,54,0,M,V1,A,D,1998,0
B,D,2,9,H,B,1,C,N,54,0,M,V1,A,D,2004,0
D,A,2,5,H,A,99,B,N,54,0,M,V1,A,D,2002,3
C,C,2,7,H,A,1,A,N,54,0,M,V1,A,D,2004,4
C,A,3,3,H,A,1,A,N,55,0,M,V1,A,D,2004,0
C,D,2,7,H,B,1,B,N,55,0,M,V1,A,D,1991,0
B,A,3,6,H,A,1,A,N,55,0,M,V1,A,D,2003,3
C,A,2,5,H,B,1,B,N,56,0,M,V1,A,D,2007,0
A,A,2,5,H,B,1,B,N,56,0,M,V1,A,D,2000,0
B,A,2,5,H,B,1,C,N,56,0,M,V1,A,D,2007,0
B,A,2,5,H,B,1,C,N,58,0,M,V1,A,D,2000,0
C,A,2,6,H,A,1,A,N,59,0,M,V1,A,D,2006,0
B,C,2,9,H,B,1,C,N,59,0,M,V1,A,D,2005,0
D,A,2,9,H,A,6,B,N,59,0,M,V1,A,D,2002,4
B,A,2,7,D,A,1,A,N,60,0,M,V1,A,D,2005,0
D,C,2,6,H,A,1,B,N,61,0,M,V1,A,D,2003,0
B,A,2,9,H,A,8,B,N,61,0,M,V1,A,D,2002,0
B,A,2,7,H,B,1,C,N,61,0,M,V1,A,D,2007,0
C,A,3,6,H,B,1,C,N,61,0,M,V1,A,D,1999,0
C,C,2,5,H,B,1,B,N,64,0,M,V1,A,D,2001,0
B,A,2,5,H,A,1,B,N,67,0,M,V1,A,D,2006,0
B,C,2,9,H,B,8,C,N,70,0,M,V1,A,D,1985,0
D,A,2,4,H,B,1,B,N,72,0,M,V1,A,D,1999,0
C,A,2,7,H,A,1,A,N,77,0,M,V1,A,D,1981,0
B,A,2,6,H,A,4,A,N,77,0,M,V1,A,D,1990,0
D,A,2,9,H,A,8,B,N,77,0,M,V1,A,D,1988,4
C,D,3,6,H,B,1,B,N,78,0,M,V1,A,D,2004,4
C,A,2,5,H,A,1,A,G,84,0,M,V1,A,D,1992,0
D,B,2,9,H,B,8,B,N,21,3,M,V1,A,D,2005,3
C,C,2,4,H,B,1,C,N,39,3,M,V1,A,D,2005,3
C,A,2,6,H,B,1,C,A,60,3,M,V1,A,D,2007,3
C,C,3,6,H,A,1,A,H,21,4,M,V1,A,D,2002,4
C,B,3,6,G,B,1,B,N,23,4,M,V1,A,D,1998,3
C,A,2,9,H,A,8,A,N,24,4,M,V1,A,D,2007,4
C,A,3,4,H,A,1,B,A,29,4,M,V1,A,D,2000,3
C,A,2,9,H,B,1,C,N,30,4,M,V1,A,D,2007,4
B,C,2,5,H,B,1,B,N,31,4,M,V1,A,D,2007,4
B,D,2,6,H,B,1,B,N,31,4,M,V1,A,D,2001,4
A,C,2,5,H,B,4,C,N,31,4,M,V1,A,D,2000,4
C,C,2,5,H,B,1,B,N,34,4,M,V1,A,D,1991,4
D,A,2,9,H,A,10,A,N,38,4,M,V1,A,D,2002,4
C,C,2,7,H,B,4,C,N,40,4,M,V1,A,D,2004,4
C,A,2,5,H,B,1,B,N,41,4,M,V1,A,D,2001,4
C,C,2,4,H,A,1,A,N,45,4,M,V1,A,D,2002,4
B,A,2,9,H,B,1,C,N,47,4,M,V1,A,D,1997,4
C,A,3,9,H,B,1,C,N,47,4,M,V1,A,D,2007,4
C,D,2,5,H,A,1,A,N,48,4,M,V1,A,D,2007,3
D,A,2,9,H,B,8,B,N,48,4,M,V1,A,D,2001,4
D,D,2,9,H,B,3,B,N,53,4,M,V1,A,D,2006,3
A,A,4,9,H,A,9,B,N,53,4,M,V1,A,D,1991,4
D,A,2,6,H,A,1,A,N,60,4,M,V1,A,D,2003,4
C,A,2,9,H,B,9,B,A,76,4,M,V1,A,D,1989,3
C,A,3,6,H,B,1,B,N,18,0,F,V2,A,D,1994,0
B,A,2,3,H,A,4,B,N,18,0,F,V2,A,D,1998,0
A,D,2,9,H,B,8,B,N,20,0,F,V2,A,D,2001,3
D,A,2,9,H,B,6,B,H,21,0,F,V2,A,D,2001,0
C,A,4,9,H,A,1,A,N,21,0,F,V2,A,D,2006,0
D,D,2,5,H,B,1,B,H,22,0,F,V2,A,D,2001,4
D,A,2,6,H,B,1,C,N,22,0,F,V2,A,D,2003,0
B,C,2,3,H,A,1,B,I,25,0,F,V2,A,D,2003,0
C,A,2,5,H,B,4,C,L,25,0,F,V2,A,D,1999,4
C,C,2,6,D,A,1,A,N,25,0,F,V2,A,D,2002,0
C,A,2,9,H,B,3,B,N,28,0,F,V2,A,D,2002,4
C,A,2,4,H,A,1,B,H,30,0,F,V2,A,D,1991,0
C,A,2,9,H,B,9,B,N,33,0,F,V2,A,D,2003,0
C,C,2,6,H,B,1,C,H,36,0,F,V2,A,D,2004,0
C,C,2,4,H,A,4,A,N,38,0,F,V2,A,D,2005,0
H,A,2,9,H,A,8,A,N,41,0,F,V2,A,D,1997,0
B,A,2,5,H,A,1,A,N,45,0,F,V2,A,D,1997,4
C,A,2,9,D,A,6,A,N,46,0,F,V2,A,D,1994,0
C,D,2,7,H,B,1,B,N,46,0,F,V2,A,D,1998,0
C,B,2,9,H,C,6,D,N,46,0,F,V2,A,D,2007,0
D,A,2,4,H,B,1,B,A,47,0,F,V2,A,D,2002,0
C,B,2,9,H,B,1,B,J,47,0,F,V2,A,D,2003,0
C,A,3,6,H,B,1,C,A,52,0,F,V2,A,D,1985,4
B,A,4,6,H,A,1,B,N,56,0,F,V2,A,D,2000,0
C,B,3,4,H,A,1,B,N,61,0,F,V2,A,D,2004,0
C,D,2,9,G,C,8,B,N,69,0,F,V2,A,D,2000,4
C,C,2,6,H,B,1,C,I,72,0,F,V2,A,D,1997,0
B,A,2,3,H,A,1,A,N,83,0,F,V2,A,D,2000,0
C,A,3,9,H,C,6,D,N,47,3,F,V2,A,D,1987,3
D,C,2,9,H,A,9,A,N,16,4,F,V2,A,D,1999,4
C,A,3,9,H,A,3,A,N,17,0,M,V2,A,D,1987,0
C,A,2,6,H,A,4,B,N,17,0,M,V2,A,D,1986,0
C,A,2,5,H,B,99,C,N,17,0,M,V2,A,D,2003,0
C,C,3,9,H,A,99,A,N,17,0,M,V2,A,D,2005,3
B,A,2,9,H,B,1,B,N,18,0,M,V2,A,D,2006,0
D,A,2,3,H,B,4,B,N,18,0,M,V2,A,D,1986,0
A,C,2,9,H,A,8,B,N,18,0,M,V2,A,D,2002,0
C,A,2,6,H,B,1,B,H,19,0,M,V2,A,D,1998,0
C,A,5,7,H,A,1,B,N,19,0,M,V2,A,D,1998,4
C,C,2,5,H,B,1,B,N,19,0,M,V2,A,D,2002,4
H,C,2,5,H,A,3,A,F,20,0,M,V2,A,D,1989,4
B,B,2,6,H,A,1,B,K,20,0,M,V2,A,D,2002,0
C,C,3,7,H,A,1,A,N,20,0,M,V2,A,D,2003,0
B,D,2,7,D,A,1,B,N,20,0,M,V2,A,D,1995,0
B,D,2,3,H,B,1,B,N,20,0,M,V2,A,D,2003,0
D,A,2,9,H,A,8,B,N,20,0,M,V2,A,D,1993,0
D,A,2,9,H,A,9,B,N,20,0,M,V2,A,D,2003,0
C,C,2,9,H,C,8,D,N,20,0,M,V2,A,D,1998,0
B,A,2,5,H,B,1,C,N,20,0,M,V2,A,D,2007,4
D,C,2,9,H,B,8,B,A,21,0,M,V2,A,D,1995,4
C,A,2,4,D,A,1,A,G,21,0,M,V2,A,D,1993,4
D,D,2,6,H,A,1,A,I,21,0,M,V2,A,D,2006,0
C,C,2,9,H,B,8,B,N,21,0,M,V2,A,D,1995,0
C,A,3,7,H,A,1,B,N,22,0,M,V2,A,D,1998,0
B,C,3,9,H,B,6,C,A,23,0,M,V2,A,D,2003,4
C,A,2,7,H,A,1,A,N,23,0,M,V2,A,D,2001,0
C,C,2,7,H,A,1,A,N,23,0,M,V2,A,D,2006,0
C,A,2,9,D,B,1,A,N,23,0,M,V2,A,D,2004,0
C,A,2,6,H,A,1,B,N,23,0,M,V2,A,D,2001,0
B,D,2,9,H,B,8,B,N,23,0,M,V2,A,D,2006,0
C,C,2,7,H,B,1,C,N,23,0,M,V2,A,D,2001,0
B,D,2,7,H,B,1,B,N,23,0,M,V2,A,D,1986,1
B,C,2,5,H,B,1,C,I,24,0,M,V2,A,D,2004,0
C,A,3,6,H,B,1,B,N,24,0,M,V2,A,D,1996,0
C,A,3,9,H,A,6,B,N,24,0,M,V2,A,D,1999,0
C,A,3,9,H,A,6,B,N,24,0,M,V2,A,D,2001,0
C,A,3,9,H,A,1,A,N,24,0,M,V2,A,D,1995,4
B,A,3,5,H,B,1,C,N,24,0,M,V2,A,D,2000,4
B,C,2,5,H,A,99,A,N,25,0,M,V2,A,D,1996,0
C,A,2,5,H,A,1,A,N,26,0,M,V2,A,D,2007,0
B,A,2,5,H,B,1,B,N,26,0,M,V2,A,D,1999,0
C,B,2,6,H,B,1,B,N,26,0,M,V2,A,D,1998,0
D,A,3,4,H,B,4,B,N,26,0,M,V2,A,D,2003,0
C,A,2,7,H,B,1,C,N,26,0,M,V2,A,D,1999,0
D,A,2,5,G,B,1,C,F,27,0,M,V2,A,D,1994,4
B,A,2,5,H,A,1,A,N,27,0,M,V2,A,D,2000,0
C,A,2,4,H,B,1,C,N,27,0,M,V2,A,D,2005,0
C,C,3,7,H,B,1,C,N,27,0,M,V2,A,D,2005,0
C,A,2,9,H,A,9,A,N,28,0,M,V2,A,D,1996,0
